Hidden State,Observed State,Current Lane,Timestamp,Trip ID
Vehicle,Change Lane Right,Middle,00:00:00,8
Vehicle,Change Lane Right,Middle,00:00:00,8
Vehicle,Change Lane Right,Middle,00:00:00,8
Vehicle,Change Lane Right,Right,00:00:00,8
Passenger,Change Lane Right,Right,00:00:00,8
Passenger,Stop,Right,15:19:15,8
Passenger,Unload,Right,00:00:00,8
Passenger,Go,Right,00:00:00,8
Vehicle,Change Lane Left,Middle,15:19:35,8
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Stoplight,Stop,Middle,00:00:00,11
Stoplight,Go,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Stoplight,Stop,Middle,00:00:00,11
Stoplight,Go,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Right,00:00:00,11
Vehicle,Change Lane Left,Middle,00:00:00,11
Stoplight,Stop,Middle,00:00:00,11
Stoplight,Go,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Stoplight,Stop,Left,00:00:00,11
Stoplight,Go,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Right,00:00:00,11
Stoplight,Stop,Left,00:00:00,11
Stoplight,Go,Left,00:00:00,11
Vehicle,Change Lane Left,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,00:00:00,11
Passenger,Unload,Right,22:29:54,11
Passenger,Go,Right,22:30:01,11
Vehicle,Change Lane Left,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Right,00:00:00,11
Stoplight,Stop,Right,00:00:00,11
Stoplight,Go,Right,00:00:00,11
Vehicle,Change Lane Left,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Stoplight,Stop,Left,00:00:00,11
Stoplight,Go,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,00:00:00,11
Passenger,Unload,Right,00:00:00,11
Passenger,Go,Right,22:39:25,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,00:00:00,11
Passenger,Unload,Right,00:00:00,11
Passenger,Go,Right,00:00:00,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,22:43:01,11
Passenger,Unload,Right,00:00:00,11
Passenger,Go,Right,22:43:25,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Middle,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Right,00:00:00,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,00:00:00,11
Passenger,Unload,Right,00:00:00,11
Passenger,Go,Right,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,22:51:56,11
Passenger,Unload,Right,00:00:00,11
Passenger,Go,Right,22:52:12,11
Vehicle,Change Lane Left,Left,00:00:00,11
Vehicle,Change Lane Right,Right,00:00:00,11
Vehicle,Change Lane Left,Left,00:00:00,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,00:00:00,11
Passenger,Unload,Right,22:55:45,11
Passenger,Go,Right,22:55:56,11
Vehicle,Change Lane Left,Left,00:00:00,11
Passenger,Change Lane Right,Right,00:00:00,11
Passenger,Stop,Right,22:56:42,11
Passenger,Unload,Right,00:00:00,11
Passenger,Go,Right,22:57:10,11
Passenger,Load,Left,04:36:06,12
Passenger,Go,Left,04:37:02,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Stoplight,Stop,Left,00:00:00,12
Stoplight,Go,Left,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Vehicle,Change Lane Left,Middle,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Stoplight,Stop,Left,00:00:00,12
Stoplight,Go,Left,00:00:00,12
Stoplight,Stop,Left,00:00:00,12
Stoplight,Go,Left,00:00:00,12
Vehicle,Change Lane Left,Middle,00:00:00,12
Vehicle,Change Lane Left,Left,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Right,Middle,00:00:00,12
Vehicle,Change Lane Right,Right,00:00:00,12
Passenger,Stop,Right,05:09:37,12
Passenger,Unload,Right,00:00:00,12
Passenger,Go,Right,05:10:22,12
Vehicle,Change Lane Left,Middle,00:00:00,12
Passenger,Change Lane Right,Right,00:00:00,12
Passenger,Stop,Right,05:11:06,12
Passenger,Unload,Right,00:00:00,12
Passenger,Go,Right,05:11:27,12
Passenger,Load,Right,00:00:00,14
Passenger,Go,Right,14:40:09,14
Vehicle,Change Lane Left,Left,14:40:23,14
Vehicle,Change Lane Right,Right,00:00:00,14
Vehicle,Change Lane Left,Left,14:41:45,14
Vehicle,Change Lane Right,Right,14:43:17,14
Vehicle,Change Lane Left,Left,14:43:39,14
Vehicle,Change Lane Right,Right,14:45:31,14
Vehicle,Change Lane Left,Left,14:45:44,14
Vehicle,Change Lane Right,Right,14:46:45,14
Vehicle,Change Lane Left,Left,14:47:23,14
Vehicle,Change Lane Right,Right,14:47:51,14
Vehicle,Change Lane Left,Left,14:48:57,14
Vehicle,Change Lane Right,Right,14:50:06,14
Vehicle,Change Lane Left,Left,14:50:15,14
Vehicle,Change Lane Right,Middle,14:50:25,14
Vehicle,Change Lane Left,Left,14:51:13,14
Vehicle,Change Lane Right,Middle,14:51:27,14
Vehicle,Change Lane Left,Left,14:51:47,14
Vehicle,Change Lane Left,Left,14:53:41,14
Vehicle,Change Lane Right,Right,14:53:56,14
Vehicle,Change Lane Left,Left,14:54:23,14
Vehicle,Change Lane Right,Right,14:55:23,14
Vehicle,Change Lane Left,Left,14:55:31,14
Vehicle,Change Lane Right,Right,14:56:55,14
Vehicle,Change Lane Left,Left,14:59:21,14
Vehicle,Change Lane Right,Right,14:59:44,14
Vehicle,Change Lane Left,Left,14:59:49,14
Passenger,Change Lane Right,Right,15:00:59,14
Passenger,Stop,Right,15:01:08,14
Passenger,Load,Right,15:01:08,14
Passenger,Go,Right,15:01:30,14
Vehicle,Change Lane Left,Middle,15:02:23,14
Vehicle,Change Lane Left,Left,15:02:33,14
Vehicle,Change Lane Right,Middle,15:02:40,14
Vehicle,Change Lane Right,Right,15:03:15,14
Stoplight,Stop,Right,15:03:28,14
Stoplight,Go,Right,15:04:29,14
Vehicle,Change Lane Left,Middle,15:04:37,14
Vehicle,Change Lane Right,Right,15:04:46,14
Vehicle,Change Lane Left,Middle,15:05:01,14
Vehicle,Change Lane Left,Left,15:05:12,14
Vehicle,Change Lane Right,Middle,15:05:41,14
Vehicle,Change Lane Right,Right,15:05:54,14
Stoplight,Stop,Right,15:06:05,14
Stoplight,Go,Right,15:08:03,14
Vehicle,Change Lane Left,Middle,15:08:03,14
Vehicle,Change Lane Right,Right,15:08:24,14
Vehicle,Change Lane Left,Middle,15:10:28,14
Vehicle,Change Lane Right,Right,15:11:18,14
Stoplight,Stop,Right,15:11:33,14
Stoplight,Go,Right,15:12:11,14
Vehicle,Change Lane Left,Middle,15:12:27,14
Vehicle,Change Lane Left,Left,15:13:06,14
Vehicle,Change Lane Right,Middle,15:13:28,14
Vehicle,Change Lane Left,Left,15:14:00,14
Stoplight,Stop,Left,15:14:31,14
Stoplight,Go,Left,15:15:35,14
Vehicle,Change Lane Right,Middle,15:16:18,14
Vehicle,Change Lane Right,Right,15:16:43,14
Vehicle,Change Lane Left,Left,15:18:37,14
Vehicle,Change Lane Right,Right,15:20:38,14
Vehicle,Change Lane Left,Middle,15:21:16,14
Vehicle,Change Lane Left,Middle,15:22:32,14
Vehicle,Change Lane Right,Middle,15:23:50,14
Vehicle,Change Lane Left,Middle,15:24:18,14
Vehicle,Change Lane Right,Middle,15:25:26,14
Vehicle,Change Lane Right,Right,15:25:41,14
Vehicle,Change Lane Left,Left,15:26:29,14
Vehicle,Change Lane Right,Middle,15:26:44,14
Stoplight,Stop,Middle,15:27:15,14
Stoplight,Go,Middle,15:29:38,14
Passenger,Change Lane Right,Right,15:29:57,14
Passenger,Stop,Right,15:30:10,14
Passenger,Unload,Right,15:30:10,14
Passenger,Go,Right,15:30:18,14
Vehicle,Change Lane Left,Middle,15:30:18,14
Vehicle,Change Lane Left,Middle,15:30:39,14
Passenger,Change Lane Right,Right,15:32:09,14
Passenger,Stop,Right,15:32:15,14
Passenger,Unload,Right,15:32:15,14
Vehicle,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Passenger,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Load,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Passenger,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Load,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Passenger,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Load,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Stoplight,Stop,Right,00:00:00,18
Stoplight,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Stoplight,Stop,Right,00:00:00,18
Stoplight,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Stoplight,Stop,Right,00:00:00,18
Stoplight,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Load,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Stoplight,Stop,Right,00:00:00,18
Stoplight,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Passenger,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Load,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Stop,Left,00:00:00,18
Vehicle,Go,Left,00:00:00,18
Stoplight,Stop,Left,00:00:00,18
Stoplight,Go,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Load,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Stoplight,Stop,Right,00:00:00,18
Stoplight,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Stoplight,Stop,Left,00:00:00,18
Stoplight,Go,Left,00:00:00,18
Vehicle,Change Lane Right,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Unload,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Vehicle,Change Lane Left,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Stoplight,Stop,Middle,00:00:00,18
Stoplight,Go,Middle,00:00:00,18
Stoplight,Stop,Middle,00:00:00,18
Stoplight,Go,Middle,00:00:00,18
Vehicle,Change Lane Left,Left,00:00:00,18
Vehicle,Stop,Middle,00:00:00,18
Vehicle,Go,Middle,00:00:00,18
Stoplight,Stop,Middle,00:00:00,18
Stoplight,Go,Middle,00:00:00,18
Stoplight,Stop,Middle,00:00:00,18
Stoplight,Go,Middle,00:00:00,18
Vehicle,Change Lane Right,Middle,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Unload,Right,00:00:00,18
Passenger,Go,Right,00:00:00,18
Passenger,Stop,Right,00:00:00,18
Passenger,Unload,Right,00:00:00,18
Passenger,Unload,Right,00:00:00,18
Passenger,Unload,Right,00:00:00,18
Passenger,Unload,Right,00:00:00,18
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Passenger,Load,Right,00:00:00,19
Vehicle,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Stoplight,Stop,Middle,00:00:00,19
Stoplight,Go,Middle,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Stoplight,Stop,Middle,00:00:00,19
Stoplight,Go,Middle,00:00:00,19
Stoplight,Stop,Middle,00:00:00,19
Stoplight,Go,Middle,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Stoplight,Stop,Right,00:00:00,19
Stoplight,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Stoplight,Stop,Right,00:00:00,19
Stoplight,Go,Right,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Passenger,Change Lane Right,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Middle,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Vehicle,Change Lane Left,Left,00:00:00,19
Vehicle,Change Lane Right,Right,00:00:00,19
Passenger,Stop,Right,00:00:00,19
Passenger,Unload,Right,00:00:00,19
Passenger,Go,Right,00:00:00,19
Vehicle,Stop,Right,00:00:00,19
